order_id,customer_id,customer_name,age,gender,city,state,product_id,product_name,category,price,quantity,discount_percent,sales,profit,payment_method,order_date,delivery_date,order_status
ORD0017,CUST054,Priya Gupta,50.0,Female,Bengaluru,Karnataka,PRD060,Data Science Book,Books,2121.49,1,0.0,2121.49,580.69,Cash on Delivery,2025-12-27,2026-01-01,Delivered
ORD0018,CUST058,Rohan Das,40.0,Male,Pune,Maharashtra,PRD012,Notebook,Books,1363.31,1,10.0,1226.98,130.57,Net Banking,2024-12-15,2024-12-19,Delivered
ORD0019,CUST076,Neha Singh,54.0,Male,Mumbai,Maharashtra,PRD029,T-Shirt,Clothing,4791.28,5,15.0,20362.95,2045.01,Wallet,2024-04-05,2024-04-09,Delivered
ORD0020,CUST034,Diya Das,36.0,Female,Pune,Maharashtra,PRD001,Smartwatch,Electronics,16022.4,2,15.0,27238.08,5259.41,COD,2025-03-28,2025-04-01,Cancelled
ORD0021,CUST168,Diya Verma,52.0,male,Hyderabad,Telangana,PRD008,T-Shirt,Clothing,3023.1,5,15.0,12848.19,3504.78,Net Banking,2024-06-08,2024-06-18,Delivered
ORD0022,CUST101,Ananya Reddy,52.0,Other,Mumbai,Maharashtra,PRD036,Jeans,Clothing,5028.79,5,30.0,17600.77,2739.17,Credit Card,2024-04-24,2024-04-27,Delivered
ORD0023,CUST177,Arjun Nair,36.0,Male,Kolkata,West Bengal,PRD071,Moisturizer,Beauty,2583.49,1,,2325.14,709.34,Cash on Delivery,2025-01-03,08-01-2025,Returned
ORD0024,CUST186,Ishaan Das,22.0,M,Kolkata,West Bengal,PRD075,Novel,Books,1730.42,1,0.0,1730.42,554.25,Credit Card,2025-05-20,2025-05-24,Pending
ORD0025,CUST083,Aanya Sharma,39.0,Female,hyderabad,Telangana,PRD071,Smartphone,Electronics,76755.42,2,0.0,153510.85,-6680.76,UPI,2025-05-06,not available,Cancelled
ORD0026,CUST058,Aanya Nair,56.0,Female,Hyderabad,Telangana,PRD077,Exam Guide,Books,926.09,5,0%,4630.47,562.71,Cash on Delivery,2025-02-18,2025-02-22,Returned
ORD0027,CUST164,Aditya Singh,37.0,Male,Unknown,Delhi,PRD047,Python Book,Books,2429.22,5,0.0,"₹12,146.08",3857.55,UPI,31/02/2025,2025-02-18,Delivered
ORD0028,CUST122,Arjun Das,25.0,Male,Chennai,Tamil Nadu,PRD050,Tablet,Electronics,81894.96,4,0.0,327579.83,21074.46,Cash on Delivery,2025-07-19,23-07-2025,Delivered
ORD0029,CUST082,Rohan Nair,19.0,Male,Pune,Maharashtra,PRD030,Smartwatch,Electronics,10649.91,5,30.0,37274.68,10201.74,Credit Card,2025/12/04,2025-12-08,Delivered
ORD0030,CUST105,Aditya Sharma,38.0,Male,Pune,Maharashtra,PRD006,Face Wash,Beauty,4855.59,3,15.0,12381.75,-652.39,Cash on Delivery,2025-01-08,2025-01-14,Delivered
ORD0031,CUST190,Aarav Sharma,150,Female,Pune,Maharashtra,PRD072,Perfume,Beauty,1184.22,1,30.0,828.95,149.75,Credit Card,2025-03-12,2025-03-16,Delivered
ORD0032,CUST179,Ishaan Kumar,51.0,Male,Mumbai,Maharashtra,PRD030,Table Lamp,Home & Kitchen,22002.68,5,15.0,93511.4,20830.07,Debit Card,2024-11-01,2024-11-07,Delivered
ORD0033,CUST017,Rohan Verma,23.0,Female,Kolkata,West Bengal,PRD077,Shoes,Clothing,3077.53,4,10.0,11079.1,3125.41,Wallet,09-05-2024,,Delivered
ORD0034,CUST093,Pooja Das,36.0,Female,Bengaluru,Karnataka,PRD042,Table Lamp,Home & Kitchen,4073.5,1,25.0,"₹3,055.13",378.24,Net Banking,2024-04-20,2024-04-22,Returned
ORD0035,CUST107,Neha Sharma,43.0,male,Pune,Maharashtra,PRD008,Tablet,Electronics,81325.82,1,20.0,65060.65,9109.31,UPI,2024-08-20,2024-08-23,Delivered
ORD0036,CUST038,Aditya Singh,32.0,Male,Pune,Maharashtra,PRD028,Data Science Book,Books,743.23,3,15.0,1895.23,-64.28,Credit Card,2024/01/28,2024-01-31,Pending
ORD0037,CUST008,Aanya Sharma,61.0,Male,Delhi,Delhi,PRD041,Smartphone, Electronics ,81023.24,4,15.0,275479.01,47476.51,Net Banking,2024-05-05,2024-05-07,Returned
ORD0038,CUST094,Ananya Mehta,20.0,Female,Hyderabad,Telangana,PRD040,Jeans,Clothing,4437.54,4,110%,"₹13,312.61",-561.9,Net Banking,2025-03-18,2025-03-21,Delivered
ORD0039,CUST044,Rohan Kumar,43.0,Male,Ahmedabad,Gujarat,PRD019,Shoes,Clothing,2176.37,3,15.0,5549.74,224.16,Cash on Delivery,2024/03/15,2024-03-21,Delivered
ORD0040,CUST010,Rohan Mehta,27.0,Other,Hyderabad,Telangana,PRD013,Smartwatch,Electronics,free,3,0.0,212873.76,13781.41,Credit Card,2025-07-12,2025-07-17,Delivered
ORD0041,CUST035,Aarav Reddy,39.0,Male,Delhi,Delhi,PRD072,Face Wash,Beauty,796.63,3,30.0,1672.92,-3.46,Debit Card,2025/07/03,2025-07-06,Delivered
ORD0042,CUST014,Kabir Sharma,40.0,Male,Pune,Maharashtra,PRD025,Novel,Books,893.06,2,25.0,"₹1,339.59",145.79,COD,2025-12-25,2025-12-27,Delivered
ORD0043,CUST155,Arjun Kumar,50.0,Female,Kolkata,West Bengal,PRD027,Hoodie,Clothing,3304.93,4,20.0,10575.79,1973.77,UPI,2025-09-07,2025-09-09,Returned
ORD0044,CUST068,Sneha Verma,44.0,Female,Hyderabad,Telangana,PRD036,Jeans,Clothing,5838.17,5,15.0,24812.23,3204.1,Cash on Delivery,2025-05-31,2025-06-06,Delivered
ORD0045,CUST210,Aarav Reddy,60.0,Female,Bengaluru,Karnataka,PRD068,Vacuum Cleaner,Home & Kitchen,10440.69,4,30.0,29233.93,-589.94,Net Banking,2025-10-21,2025-10-23,Cancelled
ORD0046,CUST110,Arjun Kumar,40.0,Female,Ahmedabad,Gujarat,PRD063,T-Shirt,Clothing,1002.59,1,,1002.59,344.37,Wallet,2025-08-26,2025-08-29,return
ORD0047,CUST219,Vivaan Sharma,60.0,Male,MUMBAI,Karnataka,PRD051,Face Wash,Beauty,2779.5,3,30.0,5836.95,701.9,Wallet,2024-11-04,2024-11-07,Delivered
ORD0048,CUST086,Aanya Sharma,24.0,Female,Kolkata,West Bengal,PRD013,Notebook,Books,1709.31,4,10.0,6153.53,982.36,Wallet,2024-06-09,2024-06-12,Delievered
ORD0049,CUST220,Sahil Verma,47.0,Female,Bengaluru,Karnataka,PRD063,Table Lamp,Home & Kitchen,12171.23,3,10.0,32862.31,4781.07,Cash on Delivery,2024-11-13,2024-11-15,Delivered
ORD0050,CUST215,Aanya Kumar,64.0,Female,Ahmedabad,Gujarat,PRD051,Perfume,Beauty,4361.57,1,15.0,3707.33,108.15,UPI,2025-04-02,2025-04-09,Delivered
ORD0051,CUST151,Neha Singh,53.0,Female,Kolkata,West Bengal,PRD002,Jacket,Clothing,5744.53,2,0.0,11489.05,-496.69,UPI,2024-04-05,2024-04-20,Pending
ORD0052,CUST086,NA,34.0,Female,Pune,Maharashtra,PRD059,Novel,Books,1968.51,5,10.0,8858.3,2904.06,Wallet,2025-01-20,2025-01-23,Pending
ORD0053,CUST098,Rohan Kumar,35.0,Female,Ahmedabad,Gujarat,PRD042,Smartphone,Electronics,68818.33,4,0.0,275273.32,84576.65,Cash on Delivery,2024-04-24,2024-04-28,Delivered
ORD0054,CUST053,N/A,62.0,Female,Chennai,Tamil Nadu,PRD062,T-Shirt,Clothing,1841.74,3,15.0,4696.43,837.01,Credit Card,2025-11-07,2025-11-12,Returned
ORD0055,CUST054,Vivaan Mehta,?,Female,Ahmedabad,Gujarat,PRD022,Shoes,Clothing,5511.41,4,20.0,17636.51,842.36,Net Banking,2024-12-28,2024-12-30,Delivered
ORD0056,CUST129,Priya Reddy,59.0,Male,Mumbai,Maharashtra,PRD035,Exam Guide,Books,935.47,5,10.0,4209.63,299.57,Debit Card,2025-04-11,15-04-2025,Delivered
ORD0057,CUST012,unknown,36.0,Female,Pune,Maharashtra,PRD021,Exam Guide,Books,2305.69,2,20.0,3689.1,531.82,UPI,2025-03-10,2025-03-13,Pending
ORD0058,CUST135,Riya Gupta,0,Male,Mumbai,Maharashtra,PRD048,Smartphone,Electronics,64840.37,1,5.0,unknown,10115.46,Credit Card,2024-03-29,2024-04-02,Delivered
ORD0059,CUST131,Rohan Reddy,43.0,Female,Kolkata,West Bengal,PRD039,Shampoo,Beauty,3062.1,3,15.0,7808.34,990.54,UPI,2024-08-10,2024-08-16,Delivered
ORD0060,CUST160,Aditya Mehta,63.0,Male,Pune,Maharashtra,PRD062,Tablet,Electronics,42999.0,3,25.0,96747.75,14264.77,UPI,2025-12-22,2025-12-26,Cancelled
ORD0061,CUST142,Pooja Patel,35.0,Male,Chennai,Tamil Nadu,PRD025,Moisturizer,Beauty,2708.09,1,5.0,2572.69,-83.6,UPI,2025-11-27,2025-12-01,Cancelled
ORD0062,CUST199,Arjun Reddy,37.0,Female,Chennai,Tamil Nadu,PRD054,Laptop,Electronics,86426.09,3,30.0,181494.78,62679.13,Net Banking,2024-12-09,,Delivered
ORD0063,CUST061,Diya Singh,35.0,Female,Pune,Maharashtra,PRD003,Jacket,Clothing,free,1,15.0,5713.92,1010.38,Debit Card,2024-08-13,2024-08-16,Returned
ORD0064,CUST009,Kunal Reddy,42.0,Female,Pune,Maharashtra,PRD059,Face Wash,Beauty,2488.05,3,30.0,5224.9,1518.96,Credit Card,24/11/2024,2024-12-01,Delivered
ORD0065,CUST186,Aditya Reddy,57.0,Female,Kolkata,West Bengal,PRD077,Vacuum Cleaner,Home & Kitchen,17303.19,5,15.0,73538.55,12849.78,Net Banking,2025/13/40,2024/06/28,Delivered
ORD0066,CUST045,Diya Das,49.0,Male,Chennai,Tamil Nadu,PRD030,Cookware,Home & Kitchen,6500.17,3,20.0,15600.4,-184.08,Credit Card,?,2024-12-20,Delivered
ORD0067,CUST070,Ishaan Das,58.0,Other,Mumbai,Maharashtra,PRD063,Hair Oil,home and kitchen,1447.06,4,110%,5788.23,1574.58,Cash on Delivery,2025-06-07,2025-06-08,Delivered
ORD0068,CUST120,Pooja Verma,31.0,Other,Kolkata,West Bengal,PRD029,Hair Oil,Beauty,523.28,2,15.0,889.58,-49.01,Cash on Delivery,2024-10-04,2024-10-11,Delivered
ORD0069,CUST004,Sahil Singh,30.0,Female,Bengaluru,Karnataka,PRD015,Cookware, Home & Kitchen ,9735.55,2,5%,18497.55,2246.93,Net Banking,2025-01-15,2025-01-18,Cancelled
ORD0070,CUST084,Kabir Singh,22.0,Other,Bengaluru,Karnataka,PRD001,Data Science Book,Books,₹504.99,5,30.0,1767.45,510.2,Credit Card,2025-11-17,2025/13/40,Delivered
ORD0071,CUST079,Riya Verma,24.0,Female,Chennai,Tamil Nadu,PRD064,Hoodie,Clothing,"₹2,895.42",1,25.0,2171.57,551.44,Cash on Delivery,2024-06-11,2024-06-12,Cancelled
ORD0072,CUST117,Vivaan Reddy,25.0,Male,Ahmedabad,Gujarat,PRD077,Data Science Book,Books,731.72,1,5.0,695.13,139.13,UPI,2025-07-11,31/02/2025,Cancelled
ORD0073,CUST080,Aarav Das,57.0,Male,Mumbai,Maharashtra,PRD002,Jacket,Home and Kitchen ,6400.82,4,30.0,17922.3,-50000,UPI,2024-10-27,2024-11-01,DELIVERED
ORD0074,CUST104,Priya Singh,23.0,Female,Delhi,Delhi,PRD073,Face Wash,Beauty,4042.82,2,0.0,8085.63,1683.96,UPI,2025-08-11,2025-08-12,Delivered
ORD0075,CUST188,Diya Verma,29.0,Male,hyderabad,Telangana,PRD013,Shoes,Clothing,3648.59,2,15.0,6202.6,-387.51,UPI,2024-11-13,2024-11-18,Cancelled
ORD0076,CUST056,Ananya Singh,45.0,Male,Bengaluru,Karnataka,PRD035,Jacket,Clothing,6166.91,2,20.0,9867.06,620.59,Net Banking,2025-07-20,2025.07.15,Cancelled
ORD0077,CUST164,Vivaan Patel,19.0,female,Bombay,Tamil Nadu,PRD036,Smartwatch,Electronics,68901.93,10000,25.0,103352.9,17449.11,Wallet,2025-12-25,2025-12-30,Pending
ORD0078,CUST001,Unknown,54.0,Female,Mumbai,Maharashtra,PRD041,Table Lamp,Home & Kitchen,16046.91,4,30.0,44931.36,-122.94,Wallet,2024-07-04,2024-07-11,Returned
ORD0079,CUST045,-,20.0,Male,Hyderabad,Telangana,PRD080,Face Wash,Beauty,3352.34,1,20.0,2681.87,-50000,Credit Card,2024-03-24,2024-03-28,return
ORD0080,CUST165,Sahil Sharma,999,Male,Mumbai,Maharashtra,PRD079,Python Book,Books,994.24,3,unknown,2386.17,490.21,Wallet,2024-09-13,2024-09-16,Delivered
ORD0081,CUST179,Riya Das,150,Other,Bengaluru,Karnataka,PRD043,Moisturizer,Beauty,2370.56,5,0.0,11852.78,-421.69,Wallet,2024-11-29,2024-11-30,Delivered
ORD0082,CUST124,Aanya Verma,38.0,Male,delhi,Delhi,PRD008,Hoodie,Clothing,3891.25,5,0.0,19456.23,-999999,Net Banking,03/07/2024,2024-07-07,Returned
ORD0083,CUST046,Arjun Sharma,18.0,Male,Pune,Maharashtra,PRD080,T-Shirt,Clothing,613.85,1,0.0,613.85,196.62,Wallet,2024-11-06,2024-11-16,Cancelled
ORD0084,CUST203,Arjun Verma,55.0,M,Ahmedabad,Gujarat,PRD019,Face Wash,Beauty,4968.02,5,-,19872.07,3255.38,Wallet,2025/13/40,2025-08-27,Delivered
ORD0085,CUST147,Aarav Sharma,,Male, Mumbai ,Maharashtra,PRD044,Face Wash,electronics,1758.01,4,500%,5977.24,969.98,Wallet,2024-10-05,2024-10-08,Delivered
ORD0086,CUST044,Arjun Mehta,23.0,Female,Bengaluru,Karnataka,PRD043,Chair,Home & Kitchen,22915.95,?,10.0,103121.76,17476.47,Net Banking,2024-01-03,2024-01-07,Cancelled
ORD0087,CUST027,Kunal Singh,25.0,Male,Kolkata,West Bengal,PRD036,Vacuum Cleaner,Home and Kitchen,"Rs. 5,491",5,15.0,23336.09,3382.02,Wallet,2024-05-03,2024/05/13,Delivered
ORD0088,CUST036,Arjun Kumar,24.0,Female,Mumbai,Maharashtra,PRD044,Tablet,Electronics,"₹50,843.45",1,15.0,43216.93,1310.42,Net Banking,2025-10-05,2025-10-11,Delivered
ORD0089,CUST154,Rohan Patel,41.0,Female,Kolkata,West Bengal,PRD060,Vacuum Cleaner,Home & Kitchen,16412.52,2,30.0,22977.53,1653.72,Credit Card,2024-04-27,2024-05-01,Delivered
ORD0090,CUST160,Priya Das,26.0,Male,mumbai,Maharashtra,PRD057,Cookware,Home & Kitchen,21665.97,5,15.0,99999999,-50000,Wallet,2025-03-14,2025/03/18,Delivered
ORD0091,CUST032,Ishaan Patel,57.0,Female,Mumbai,Maharashtra,PRD036,Vacuum Cleaner,Home & Kitchen,17526.2,3,15.0,44691.81,2905.31,Debit Card,2025-10-19,2025-10-22,Returned
ORD0092,CUST067,Sneha Das,,Male,Ahmedabad,Gujarat,PRD002,Headphones,Electronics,13692.76,5,10.0,61617.4,10777.45,Cash on Delivery,2024-03-10,2024-03-13,Delivered
ORD0093,CUST158,Neha Sharma,33.0,Female,N/A,Tamil Nadu,PRD003,Headphones,Electronics,35352.7,1,5.0,33585.07,3226.7,Wallet,2024-12-19,2024-12-22,Cancelled
ORD0094,CUST016,Sneha Kumar,51.0,Male,Kolkata,West Bengal,PRD036,Novel,Books,free,2,20.0,2765.06,806.89,cash on delivery,2024-04-13,2024-04-14,Pending
ORD0095,CUST150,Priya Kumar,54.0,Male,Mumbai,Maharashtra,PRD012,Shampoo,Home and Kitchen ,free,4,25.0,7039.72,-73.5,UPI,2024-12-26,2024-12-28,Delivered
ORD0096,CUST163,Pooja Patel,35.0,Female,Chennai,Tamil Nadu,PRD025,Hoodie,Clothing,5738.52,5,0.0,28692.58,-397.96,Credit Card,2024-06-06,2024-06-12,Delivered
ORD0097,CUST149,Vivaan Patel,42.0,Male,Pune,Maharashtra,PRD045,Smartwatch,Electronics,57712.74,1,20.0,46170.19,-1276.25,Cash on Delivery,2024-04-04,2024-04-08,Delivered
ORD0098,CUST005,Vivaan Das,42.0,Male,Ahmedabad,Gujarat,PRD011,Notebook,Books,657.69,4,,2367.68,204.04,Credit Card,2025-06-26,2025-06-30,Cancelled
ORD0099,CUST103,Arjun Kumar,56.0,M,,West Bengal,PRD063,Headphones,Electronics,72181.08,4,30.0,202107.01,54570.35,Wallet,2024-04-08,2024-04-09,delivered
ORD0100,CUST167,Rohan Sharma,30.0,Male,Bengaluru,Karnataka,PRD053,Cookware,Home & Kitchen,6740.5,5,20.0,26962.0,-567.36,Credit Card,2025-06-09,2025-06-11,Cancelled
ORD0101,CUST180,Kabir Das,twenty five,Female,Pune,Maharashtra,PRD064,Python Book,Books,"Rs. 1,297",4,110%,4929.99,987.16,UPI,2025-05-11,15-05-2025,Delivered
ORD0102,CUST177,Kunal Sharma,40.0,Female,Delhi,Delhi,PRD069,Smartphone,Electronics,30908.15,2,10.0,55634.67,6317.51,Cash on Delivery,2025-07-25,2025-07-26,Delivered
ORD0103,CUST139,Kunal Singh,25 years,Female,Kolkata,West Bengal,PRD051,Hair Oil,Beauty,4791.21,5,10.0,21560.43,2557.87,Debit Card,2024-07-18,2024-07-20,Delivered
ORD0104,CUST068,Riya Nair,58.0,Female,Pune,Maharashtra,PRD062,Shampoo,Beauty,4884.76,2,0.0,9769.51,291.4,Credit Card,2025-07-03,2025-07-05,Delivered
ORD0105,CUST183,Ananya Nair,150,Male,Pune,Maharashtra,PRD022,Exam Guide,Books,"₹1,598.77",2,10.0,2877.79,918.23,Cash on Delivery,2025-05-02,2025-05-04,Returned
ORD0106,CUST141,Aanya Reddy,63.0,Female,hyderabad,Telangana,PRD075,Moisturizer,Beauty,4420.49,unknown,30.0,12377.37,352.31,Wallet,2024-10-14,2024-10-18,Returned
ORD0107,CUST189,Aarav Reddy,20.0,Male,Bombay,Karnataka,PRD019,Smartwatch,Electronic,64194.44,4,20.0,205422.2,31462.87,Net Banking,2025-04-10,2025-04-12,Returned
ORD0108,CUST106,Vivaan Nair,27.0,Female,Kolkata,West Bengal,PRD046,Python Book,Books,1893.02,4,0.0,7572.09,701.5,upi,2024-05-07,2024-05-10,Delivered
ORD0109,CUST144,Kabir Reddy,36.0,Other,mumbai,Maharashtra,PRD004,Tablet,Electronics,8428.83,2,20.0,13486.13,2855.05,Net Banking,2025-01-27,2025-01-31,Delivered
ORD0110,CUST071,Arjun Singh,41.0,Male,Hyderabad,Telangana,PRD058,Jacket,Clothing,"₹5,021.52",1,10.0,4519.37,420.3,Cash on Delivery,2024-06-02,2024-06-05,Delivered
ORD0111,CUST192,Neha Patel,47.0,Male,Ahmedabad,Gujarat,PRD055,Jeans,Clothing,4637.19,2,20.0,7419.5,1922.43,UPI,2024-06-07,2024-06-08,Delivered
ORD0112,CUST124,Priya Mehta,26.0,Female,Kolkata,West Bengal,PRD069,Python Book,Books,1139.93,3,20.0,2735.84,947.1,UPI,2025-04-20,2025-04-25,Delivered
ORD0113,CUST069,Rohan Patel,38.0,Male,Pune,Maharashtra,PRD005,Jeans,Clothing,2274.96,2,25.0,3412.44,57.95,Cash on Delivery,2025-09-10,11-09-2025,Returned
ORD0114,CUST158,Sneha Das,47.0,Male,Mumbai,Maharashtra,PRD007,Data Science Book,Books,458.67,4,20.0,1467.75,486.33,Debit Card,2025-10-02,2025/10/07,Pending
ORD0115,CUST219,Ishaan Kumar,32.0,Male,Hyderabad,Telangana,PRD075,Jeans,Clothing,3.7k,1,10.0,3302.29,183.38,Cash on Delivery,2025-12-29,2026-01-03,Pending
ORD0116,CUST115,Sneha Nair,58.0,Male,Ahmedabad,Gujarat,PRD068,Shampoo,Beauty,3340.04,2,5.0,6346.07,415.37,Credit Card,2025-10-27,2025-10-30,Delivered
ORD0117,CUST002,Neha Nair,19.0,Male,Kolkata,West Bengal,PRD016,Laptop,Electronics,"₹78,531.45",2,15.0,133503.47,"₹-1,163.74",Debit Card,2025-10-25,2025-10-27,Cancelled
ORD0118,CUST120,Aanya Gupta,32.0,Female,Kolkata,West Bengal,PRD014,Exam Guide,Books,757.76,4,20.0,2424.83,347.57,Debit Card,2025-07-24,28-07-2025,Cancelled
ORD0119,CUST089,Pooja Singh,22.0,Other,Delhi,Delhi,PRD012,Shoes,Clothing,1111.99,3,0.0,3335.96,675.25,Credit Card,2024-01-26,2024/01/30,Delivered
ORD0120,CUST080,Aditya Singh,44.0,Male,Hyderabad,Telangana,PRD040,Smartwatch,Electronics,73428.96,4,15.0,249658.47,-2148.37,Wallet,2025-04-29,2025-05-03,Delivered
ORD0121,CUST021,Rahul Verma,21.0,Other,Hyderabad,Telangana,PRD059,Tablet,Electronics,44106.52,1,None,39695.87,13622.33,Debit Card,2025-11-18,2025-11-20,Cancelled
ORD0122,CUST060,-,28.0,Female,Mumbai,Delhi,PRD073,Mixer,Home & Kitchen,18475.36,4,30.0,"₹51,731.02",-1674.96,Net Banking,2024-07-14,2024-07-19,Delivered
ORD0123,CUST058,Priya Nair,40.0,Female,Chennai,Tamil Nadu,PRD022,Cookware,home & kitchen,2818.46,2,10.0,5073.23,576.58,UPI,2025-04-20,31/02/2025,Cancelled
ORD0124,CUST087,Aditya Patel,42.0,Male,Hyderabad,Telangana,PRD015,Table Lamp,Home & Kitchen,17377.75,1,20.0,13902.2,4816.41,Net Banking,2024-10-15,2024-10-17,Delivered
ORD0125,CUST151,Vivaan Reddy,63.0,Male, Delhi ,Delhi,PRD072,Hair Oil,Beauty,4514.47,3,30.0,9480.38,1975.85,Wallet,2024-10-28,2024/11/02,Delivered
ORD0126,CUST212,Rahul Mehta,31.0,Female,Bengaluru,Karnataka,PRD019,Cookware, Home & Kitchen ,3797.13,3,20.0,9113.11,2425.09,Cash on Delivery,2024-10-07,2024-10-10,Returned
ORD0127,CUST041,Arjun Patel,45.0,FEMALE,Ahmedabad,Gujarat,PRD041,Hair Oil,Beauty,3072.12,3,5.0,8755.53,2048.85,Net Banking,2025-11-06,2025-11-08,Returned
ORD0128,CUST068,Aditya Sharma,51.0,Female,Delhi,Delhi,PRD065,Novel,Books,667.53,5,0.0,3337.65,1038.47,Net Banking,2025-07-29,2025-08-03,Pending
ORD0129,CUST055,Ishaan Patel,39.0,Female,Kolkata,West Bengal,PRD067,Exam Guide,Books,1576.66,4,20.0,"₹5,045.31",983.99,Wallet,2024-06-22,2024-06-27,Delivered
ORD0130,CUST106,Aarav Nair,46.0,Male,Mumbai,Maharashtra,PRD040,Jacket,Clothing,961.06,2,30.0,1345.48,30.55,Wallet,2024-12-26,2024-12-30,Delivered
ORD0131,CUST192,Diya Kumar,58.0,Male,Ahmedabad,Gujarat,PRD037,Moisturizer,Beauty,718.52,2,10.0,1293.34,140.42,UPI,2025-11-19,2025-11-23,Delivered
ORD0132,CUST076,Aanya Reddy,62.0,Female,Delhi,Delhi,PRD033,Perfume,Beauty,₹831.15,5,10.0,3740.16,379.2,Net Banking,2025-07-24,2025-07-28,Delivered
ORD0133,CUST161,Arjun Verma,54.0,Male,Kolkata,West Bengal,PRD028,Data Science Book,Books,289.88,2,5.0,550.78,113.5,Cash on Delivery,2025-03-28,2025-03-29,Delivered
ORD0134,CUST039,Aditya Patel,23.0,Male,Delhi,Delhi,PRD002,Data Science Book,Books,2236.89,2,0.0,4473.78,₹-135.26,Net Banking,2025-10-16,2025-10-21,Returned
ORD0135,CUST028,Priya Verma,53.0,Female,Bengaluru,Karnataka,PRD073,T-Shirt,Clothing,4251.8,1,20.0,3401.44,681.94,Net Banking,2024-09-24,2024-09-27,Returned
ORD0136,CUST161,Ishaan Verma,45.0,Male,Mumbai,Maharashtra,PRD068,Exam Guide,Books,2240.68,3,15.0,5713.74,1276.46,upi,2025-03-26,2025-03-30,Delivered
ORD0137,CUST162,Neha Patel,29.0,Female,delhi,Delhi,PRD031,Novel,Books,2010.54,1,20.0,99999999,290.3,Cash on Delivery,2025-10-30,2025-11-03,Delivered
ORD0138,CUST059,Kunal Gupta,47.0,Male,Pune,Maharashtra,PRD037,Hoodie,Clothing,1382.63,3,5.0,3940.49,-275.67,COD,2025-01-10,2025-01-20,Delivered
ORD0139,CUST141,Vivaan Kumar,40.0,Male,Pune,Maharashtra,PRD042,Cookware,Home & Kitchen,free,4,30.0,28460.35,3571.42,Credit Card,2024-07-19,2024-08-03,Cancelled
