order_id,customer_id,customer_name,age,gender,city,state,product_id,product_name,category,price,quantity,discount_percent,sales,profit,payment_method,order_date,delivery_date,order_status
ORD0019,CUST076,Neha Singh,54,Male,Mumbai,Maharashtra,PRD029,T-Shirt,Clothing,4791.28,5,15,20362.95,2045.01,Wallet,05-04-2024,04-09-2024,Delivered
ORD0020,CUST034,Diya Das,36,Female,Pune,Maharashtra,PRD001,Smartwatch,Electronics,16022.4,2,15,27238.08,5259.41,COD,28-03-2025,04-01-2025,Cancelled
ORD0021,CUST168,Diya Verma,52,Male,Hyderabad,Telangana,PRD008,T-Shirt,Clothing,3023.1,5,15,12848.19,3504.78,Net Banking,08-06-2024,,Delivered
ORD0022,CUST101,Ananya Reddy,52,Other,Mumbai,Maharashtra,PRD036,Jeans,Clothing,5028.79,5,30,17600.77,2739.17,Credit Card,24-04-2024,,Delivered
ORD0023,CUST177,Arjun Nair,36,Male,Kolkata,West Bengal,PRD071,Moisturizer,Beauty,2583.49,1,15,2325.14,709.34,COD,03-01-2025,,Returned
ORD0024,CUST186,Ishaan Das,22,Male,Kolkata,West Bengal,PRD075,Novel,Books,1730.42,1,0,1730.42,554.25,Credit Card,20-05-2025,,Pending
ORD0025,CUST083,Aanya Sharma,39,Female,Hyderabad,Telangana,PRD071,Smartphone,Electronics,76755.42,2,0,153510.85,-6680.76,UPI,06-05-2025,,Cancelled
ORD0026,CUST058,Aanya Nair,56,Female,Hyderabad,Telangana,PRD077,Exam Guide,Books,926.09,5,0,4630.47,562.71,COD,18-02-2025,,Returned
ORD0027,CUST164,Aditya Singh,37,Male,Unknown,Delhi,PRD047,Python Book,Books,2429.22,5,0,12146.08,3857.55,UPI,,,Delivered
ORD0028,CUST122,Arjun Das,25,Male,Chennai,Tamil Nadu,PRD050,Tablet,Electronics,81894.96,4,0,327579.83,21074.46,COD,19-07-2025,,Delivered
ORD0029,CUST082,Rohan Nair,19,Male,Pune,Maharashtra,PRD030,Smartwatch,Electronics,10649.91,5,30,37274.68,10201.74,Credit Card,,12-08-2025,Delivered
ORD0030,CUST105,Aditya Sharma,38,Male,Pune,Maharashtra,PRD006,Face Wash,Beauty,4855.59,3,15,12381.75,-652.39,COD,08-01-2025,,Delivered
ORD0031,CUST190,Aarav Sharma,41,Female,Pune,Maharashtra,PRD072,Perfume,Beauty,1184.22,1,30,828.95,149.75,Credit Card,12-03-2025,,Delivered
ORD0032,CUST179,Ishaan Kumar,51,Male,Mumbai,Maharashtra,PRD030,Table Lamp,Home & Kitchen,22002.68,5,15,93511.4,20830.07,Debit Card,01-11-2024,11-07-2024,Delivered
ORD0033,CUST017,Rohan Verma,23,Female,Kolkata,West Bengal,PRD077,Shoes,Clothing,3077.53,4,10,11079.1,3125.41,Wallet,,,Delivered
ORD0034,CUST093,Pooja Das,36,Female,Bangalore,Karnataka,PRD042,Table Lamp,Home & Kitchen,4073.5,1,25,3055.13,378.24,Net Banking,20-04-2024,,Returned
ORD0035,CUST107,Neha Sharma,43,Male,Pune,Maharashtra,PRD008,Tablet,Electronics,81325.82,1,20,65060.65,9109.31,UPI,20-08-2024,,Delivered
ORD0036,CUST038,Aditya Singh,32,Male,Pune,Maharashtra,PRD028,Data Science Book,Books,743.23,3,15,1895.23,-64.28,Credit Card,,,Pending
ORD0037,CUST008,Aanya Sharma,61,Male,New Delhi,Delhi,PRD041,Smartphone,Electronics,81023.24,4,15,275479.01,47476.51,Net Banking,05-05-2024,05-07-2024,Returned
ORD0038,CUST094,Ananya Mehta,20,Female,Hyderabad,Telangana,PRD040,Jeans,Clothing,4437.54,4,15,13312.61,-561.9,Net Banking,18-03-2025,,Delivered
ORD0039,CUST044,Rohan Kumar,43,Male,Ahmedabad,Gujarat,PRD019,Shoes,Clothing,2176.37,3,15,5549.74,224.16,COD,,,Delivered
ORD0040,CUST010,Rohan Mehta,27,Other,Hyderabad,Telangana,PRD013,Smartwatch,Electronics,0.0,3,0,212873.76,13781.41,Credit Card,12-07-2025,,Delivered
ORD0041,CUST035,Aarav Reddy,39,Male,New Delhi,Delhi,PRD072,Face Wash,Beauty,796.63,3,30,1672.92,-3.46,Debit Card,,07-06-2025,Delivered
ORD0042,CUST014,Kabir Sharma,40,Male,Pune,Maharashtra,PRD025,Novel,Books,893.06,2,25,1339.59,145.79,COD,25-12-2025,,Delivered
ORD0043,CUST155,Arjun Kumar,50,Female,Kolkata,West Bengal,PRD027,Hoodie,Clothing,3304.93,4,20,10575.79,1973.77,UPI,07-09-2025,09-09-2025,Returned
ORD0044,CUST068,Sneha Verma,44,Female,Hyderabad,Telangana,PRD036,Jeans,Clothing,5838.17,5,15,24812.23,3204.1,COD,31-05-2025,06-06-2025,Delivered
ORD0045,CUST210,Aarav Reddy,60,Female,Bangalore,Karnataka,PRD068,Vacuum Cleaner,Home & Kitchen,10440.69,4,30,29233.93,-589.94,Net Banking,21-10-2025,,Cancelled
ORD0046,CUST110,Arjun Kumar,40,Female,Ahmedabad,Gujarat,PRD063,T-Shirt,Clothing,1002.59,1,15,1002.59,344.37,Wallet,26-08-2025,,Returned
ORD0047,CUST219,Vivaan Sharma,60,Male,Mumbai,Karnataka,PRD051,Face Wash,Beauty,2779.5,3,30,5836.95,701.9,Wallet,04-11-2024,11-07-2024,Delivered
ORD0048,CUST086,Aanya Sharma,24,Female,Kolkata,West Bengal,PRD013,Notebook,Books,1709.31,4,10,6153.53,982.36,Wallet,09-06-2024,06-12-2024,Delivered
ORD0049,CUST220,Sahil Verma,47,Female,Bangalore,Karnataka,PRD063,Table Lamp,Home & Kitchen,12171.23,3,10,32862.31,4781.07,COD,13-11-2024,,Delivered
ORD0050,CUST215,Aanya Kumar,64,Female,Ahmedabad,Gujarat,PRD051,Perfume,Beauty,4361.57,1,15,3707.33,108.15,UPI,02-04-2025,04-09-2025,Delivered
ORD0051,CUST151,Neha Singh,53,Female,Kolkata,West Bengal,PRD002,Jacket,Clothing,5744.53,2,0,11489.05,-496.69,UPI,05-04-2024,,Pending
ORD0053,CUST098,Rohan Kumar,35,Female,Ahmedabad,Gujarat,PRD042,Smartphone,Electronics,68818.33,4,0,275273.32,84576.65,COD,24-04-2024,,Delivered
ORD0055,CUST054,Vivaan Mehta,41,Female,Ahmedabad,Gujarat,PRD022,Shoes,Clothing,5511.41,4,20,17636.51,842.36,Net Banking,28-12-2024,,Delivered
ORD0056,CUST129,Priya Reddy,59,Male,Mumbai,Maharashtra,PRD035,Exam Guide,Books,935.47,5,10,4209.63,299.57,Debit Card,11-04-2025,,Delivered
ORD0058,CUST135,Riya Gupta,41,Male,Mumbai,Maharashtra,PRD048,Smartphone,Electronics,64840.37,1,5,61598.3515,10115.46,Credit Card,29-03-2024,04-02-2024,Delivered
ORD0059,CUST131,Rohan Reddy,43,Female,Kolkata,West Bengal,PRD039,Shampoo,Beauty,3062.1,3,15,7808.34,990.54,UPI,10-08-2024,,Delivered
ORD0060,CUST160,Aditya Mehta,63,Male,Pune,Maharashtra,PRD062,Tablet,Electronics,42999.0,3,25,96747.75,14264.77,UPI,22-12-2025,,Cancelled
ORD0061,CUST142,Pooja Patel,35,Male,Chennai,Tamil Nadu,PRD025,Moisturizer,Beauty,2708.09,1,5,2572.69,-83.6,UPI,27-11-2025,12-01-2025,Cancelled
ORD0062,CUST199,Arjun Reddy,37,Female,Chennai,Tamil Nadu,PRD054,Laptop,Electronics,86426.09,3,30,181494.78,62679.13,Net Banking,09-12-2024,,Delivered
ORD0063,CUST061,Diya Singh,35,Female,Pune,Maharashtra,PRD003,Jacket,Clothing,0.0,1,15,5713.92,1010.38,Debit Card,13-08-2024,,Returned
ORD0064,CUST009,Kunal Reddy,42,Female,Pune,Maharashtra,PRD059,Face Wash,Beauty,2488.05,3,30,5224.9,1518.96,Credit Card,,12-01-2024,Delivered
ORD0065,CUST186,Aditya Reddy,57,Female,Kolkata,West Bengal,PRD077,Vacuum Cleaner,Home & Kitchen,17303.19,5,15,73538.55,12849.78,Net Banking,,,Delivered
ORD0066,CUST045,Diya Das,49,Male,Chennai,Tamil Nadu,PRD030,Cookware,Home & Kitchen,6500.17,3,20,15600.4,-184.08,Credit Card,,,Delivered
ORD0067,CUST070,Ishaan Das,58,Other,Mumbai,Maharashtra,PRD063,Hair Oil,Home & Kitchen,1447.06,4,15,5788.23,1574.58,COD,07-06-2025,06-08-2025,Delivered
ORD0068,CUST120,Pooja Verma,31,Other,Kolkata,West Bengal,PRD029,Hair Oil,Beauty,523.28,2,15,889.58,-49.01,COD,04-10-2024,10-11-2024,Delivered
ORD0069,CUST004,Sahil Singh,30,Female,Bangalore,Karnataka,PRD015,Cookware,Home & Kitchen,9735.55,2,5,18497.55,2246.93,Net Banking,15-01-2025,,Cancelled
ORD0070,CUST084,Kabir Singh,22,Other,Bangalore,Karnataka,PRD001,Data Science Book,Books,504.99,5,30,1767.45,510.2,Credit Card,17-11-2025,,Delivered
ORD0071,CUST079,Riya Verma,24,Female,Chennai,Tamil Nadu,PRD064,Hoodie,Clothing,2895.42,1,25,2171.57,551.44,COD,11-06-2024,06-12-2024,Cancelled
ORD0072,CUST117,Vivaan Reddy,25,Male,Ahmedabad,Gujarat,PRD077,Data Science Book,Books,731.72,1,5,695.13,139.13,UPI,11-07-2025,,Cancelled
ORD0073,CUST080,Aarav Das,57,Male,Mumbai,Maharashtra,PRD002,Jacket,Home & Kitchen,6400.82,4,30,17922.3,-50000.0,UPI,27-10-2024,11-01-2024,Delivered
ORD0074,CUST104,Priya Singh,23,Female,New Delhi,Delhi,PRD073,Face Wash,Beauty,4042.82,2,0,8085.63,1683.96,UPI,11-08-2025,08-12-2025,Delivered
ORD0075,CUST188,Diya Verma,29,Male,Hyderabad,Telangana,PRD013,Shoes,Clothing,3648.59,2,15,6202.6,-387.51,UPI,13-11-2024,,Cancelled
ORD0076,CUST056,Ananya Singh,45,Male,Bangalore,Karnataka,PRD035,Jacket,Clothing,6166.91,2,20,9867.06,620.59,Net Banking,20-07-2025,,Cancelled
ORD0077,CUST164,Vivaan Patel,19,Female,Mumbai,Tamil Nadu,PRD036,Smartwatch,Electronics,68901.93,3,25,103352.9,17449.11,Wallet,25-12-2025,,Pending
ORD0078,CUST001,Unknown,54,Female,Mumbai,Maharashtra,PRD041,Table Lamp,Home & Kitchen,16046.91,4,30,44931.36,-122.94,Wallet,04-07-2024,07-11-2024,Returned
ORD0080,CUST165,Sahil Sharma,41,Male,Mumbai,Maharashtra,PRD079,Python Book,Books,994.24,3,15,2386.17,490.21,Wallet,13-09-2024,,Delivered
ORD0081,CUST179,Riya Das,41,Other,Bangalore,Karnataka,PRD043,Moisturizer,Beauty,2370.56,5,0,11852.78,-421.69,Wallet,29-11-2024,,Delivered
ORD0082,CUST124,Aanya Verma,38,Male,New Delhi,Delhi,PRD008,Hoodie,Clothing,3891.25,5,0,19456.23,900.825,Net Banking,,07-07-2024,Returned
ORD0083,CUST046,Arjun Sharma,18,Male,Pune,Maharashtra,PRD080,T-Shirt,Clothing,613.85,1,0,613.85,196.62,Wallet,06-11-2024,,Cancelled
ORD0084,CUST203,Arjun Verma,55,Male,Ahmedabad,Gujarat,PRD019,Face Wash,Beauty,4968.02,5,15,19872.07,3255.38,Wallet,,,Delivered
ORD0085,CUST147,Aarav Sharma,41,Male,Mumbai,Maharashtra,PRD044,Face Wash,Electronics,1758.01,4,15,5977.24,969.98,Wallet,05-10-2024,10-08-2024,Delivered
ORD0086,CUST044,Arjun Mehta,23,Female,Bangalore,Karnataka,PRD043,Chair,Home & Kitchen,22915.95,3,10,103121.76,17476.47,Net Banking,03-01-2024,01-07-2024,Cancelled
ORD0087,CUST027,Kunal Singh,25,Male,Kolkata,West Bengal,PRD036,Vacuum Cleaner,Home & Kitchen,4051.8,5,15,23336.09,3382.02,Wallet,03-05-2024,,Delivered
ORD0088,CUST036,Arjun Kumar,24,Female,Mumbai,Maharashtra,PRD044,Tablet,Electronics,50843.45,1,15,43216.93,1310.42,Net Banking,05-10-2025,10-11-2025,Delivered
ORD0089,CUST154,Rohan Patel,41,Female,Kolkata,West Bengal,PRD060,Vacuum Cleaner,Home & Kitchen,16412.52,2,30,22977.53,1653.72,Credit Card,27-04-2024,05-01-2024,Delivered
ORD0090,CUST160,Priya Das,26,Male,Mumbai,Maharashtra,PRD057,Cookware,Home & Kitchen,21665.97,5,15,92080.3725,-50000.0,Wallet,14-03-2025,,Delivered
ORD0091,CUST032,Ishaan Patel,57,Female,Mumbai,Maharashtra,PRD036,Vacuum Cleaner,Home & Kitchen,17526.2,3,15,44691.81,2905.31,Debit Card,19-10-2025,,Returned
ORD0092,CUST067,Sneha Das,41,Male,Ahmedabad,Gujarat,PRD002,Headphones,Electronics,13692.76,5,10,61617.4,10777.45,COD,10-03-2024,,Delivered
ORD0093,CUST158,Neha Sharma,33,Female,Unknown,Tamil Nadu,PRD003,Headphones,Electronics,35352.7,1,5,33585.07,3226.7,Wallet,19-12-2024,,Cancelled
ORD0094,CUST016,Sneha Kumar,51,Male,Kolkata,West Bengal,PRD036,Novel,Books,0.0,2,20,2765.06,806.89,COD,13-04-2024,,Pending
ORD0095,CUST150,Priya Kumar,54,Male,Mumbai,Maharashtra,PRD012,Shampoo,Home & Kitchen,0.0,4,25,7039.72,-73.5,UPI,26-12-2024,,Delivered
ORD0096,CUST163,Pooja Patel,35,Female,Chennai,Tamil Nadu,PRD025,Hoodie,Clothing,5738.52,5,0,28692.58,-397.96,Credit Card,06-06-2024,06-12-2024,Delivered
ORD0097,CUST149,Vivaan Patel,42,Male,Pune,Maharashtra,PRD045,Smartwatch,Electronics,57712.74,1,20,46170.19,-1276.25,COD,04-04-2024,04-08-2024,Delivered
ORD0098,CUST005,Vivaan Das,42,Male,Ahmedabad,Gujarat,PRD011,Notebook,Books,657.69,4,15,2367.68,204.04,Credit Card,26-06-2025,,Cancelled
ORD0099,CUST103,Arjun Kumar,56,Male,Unknown,West Bengal,PRD063,Headphones,Electronics,72181.08,4,30,202107.01,54570.35,Wallet,08-04-2024,04-09-2024,Delivered
ORD0100,CUST167,Rohan Sharma,30,Male,Bangalore,Karnataka,PRD053,Cookware,Home & Kitchen,6740.5,5,20,26962.0,-567.36,Credit Card,09-06-2025,06-11-2025,Cancelled
ORD0101,CUST180,Kabir Das,25,Female,Pune,Maharashtra,PRD064,Python Book,Books,4051.8,4,15,4929.99,987.16,UPI,11-05-2025,,Delivered
ORD0102,CUST177,Kunal Sharma,40,Female,New Delhi,Delhi,PRD069,Smartphone,Electronics,30908.15,2,10,55634.67,6317.51,COD,25-07-2025,,Delivered
ORD0103,CUST139,Kunal Singh,25,Female,Kolkata,West Bengal,PRD051,Hair Oil,Beauty,4791.21,5,10,21560.43,2557.87,Debit Card,18-07-2024,,Delivered
ORD0104,CUST068,Riya Nair,58,Female,Pune,Maharashtra,PRD062,Shampoo,Beauty,4884.76,2,0,9769.51,291.4,Credit Card,03-07-2025,07-05-2025,Delivered
ORD0105,CUST183,Ananya Nair,41,Male,Pune,Maharashtra,PRD022,Exam Guide,Books,1598.77,2,10,2877.79,918.23,COD,02-05-2025,05-04-2025,Returned
ORD0106,CUST141,Aanya Reddy,63,Female,Hyderabad,Telangana,PRD075,Moisturizer,Beauty,4420.49,3,30,12377.37,352.31,Wallet,14-10-2024,,Returned
ORD0107,CUST189,Aarav Reddy,20,Male,Mumbai,Karnataka,PRD019,Smartwatch,Electronics,64194.44,4,20,205422.2,31462.87,Net Banking,10-04-2025,04-12-2025,Returned
ORD0108,CUST106,Vivaan Nair,27,Female,Kolkata,West Bengal,PRD046,Python Book,Books,1893.02,4,0,7572.09,701.5,UPI,07-05-2024,05-10-2024,Delivered
ORD0109,CUST144,Kabir Reddy,36,Other,Mumbai,Maharashtra,PRD004,Tablet,Electronics,8428.83,2,20,13486.13,2855.05,Net Banking,27-01-2025,,Delivered
ORD0110,CUST071,Arjun Singh,41,Male,Hyderabad,Telangana,PRD058,Jacket,Clothing,5021.52,1,10,4519.37,420.3,COD,02-06-2024,06-05-2024,Delivered
ORD0111,CUST192,Neha Patel,47,Male,Ahmedabad,Gujarat,PRD055,Jeans,Clothing,4637.19,2,20,7419.5,1922.43,UPI,07-06-2024,06-08-2024,Delivered
ORD0112,CUST124,Priya Mehta,26,Female,Kolkata,West Bengal,PRD069,Python Book,Books,1139.93,3,20,2735.84,947.1,UPI,20-04-2025,,Delivered
ORD0113,CUST069,Rohan Patel,38,Male,Pune,Maharashtra,PRD005,Jeans,Clothing,2274.96,2,25,3412.44,57.95,COD,10-09-2025,,Returned
ORD0114,CUST158,Sneha Das,47,Male,Mumbai,Maharashtra,PRD007,Data Science Book,Books,458.67,4,20,1467.75,486.33,Debit Card,02-10-2025,,Pending
ORD0115,CUST219,Ishaan Kumar,32,Male,Hyderabad,Telangana,PRD075,Jeans,Clothing,4051.8,1,10,3302.29,183.38,COD,29-12-2025,01-03-2026,Pending
ORD0116,CUST115,Sneha Nair,58,Male,Ahmedabad,Gujarat,PRD068,Shampoo,Beauty,3340.04,2,5,6346.07,415.37,Credit Card,27-10-2025,,Delivered
ORD0117,CUST002,Neha Nair,19,Male,Kolkata,West Bengal,PRD016,Laptop,Electronics,78531.45,2,15,133503.47,-1163.74,Debit Card,25-10-2025,,Cancelled
ORD0118,CUST120,Aanya Gupta,32,Female,Kolkata,West Bengal,PRD014,Exam Guide,Books,757.76,4,20,2424.83,347.57,Debit Card,24-07-2025,,Cancelled
ORD0119,CUST089,Pooja Singh,22,Other,New Delhi,Delhi,PRD012,Shoes,Clothing,1111.99,3,0,3335.96,675.25,Credit Card,26-01-2024,,Delivered
ORD0120,CUST080,Aditya Singh,44,Male,Hyderabad,Telangana,PRD040,Smartwatch,Electronics,73428.96,4,15,249658.47,-2148.37,Wallet,29-04-2025,05-03-2025,Delivered
ORD0121,CUST021,Rahul Verma,21,Other,Hyderabad,Telangana,PRD059,Tablet,Electronics,44106.52,1,15,39695.87,13622.33,Debit Card,18-11-2025,,Cancelled
ORD0123,CUST058,Priya Nair,40,Female,Chennai,Tamil Nadu,PRD022,Cookware,Home & Kitchen,2818.46,2,10,5073.23,576.58,UPI,20-04-2025,,Cancelled
ORD0124,CUST087,Aditya Patel,42,Male,Hyderabad,Telangana,PRD015,Table Lamp,Home & Kitchen,17377.75,1,20,13902.2,4816.41,Net Banking,15-10-2024,,Delivered
ORD0125,CUST151,Vivaan Reddy,63,Male,New Delhi,Delhi,PRD072,Hair Oil,Beauty,4514.47,3,30,9480.38,1975.85,Wallet,28-10-2024,,Delivered
ORD0126,CUST212,Rahul Mehta,31,Female,Bangalore,Karnataka,PRD019,Cookware,Home & Kitchen,3797.13,3,20,9113.11,2425.09,COD,07-10-2024,10-10-2024,Returned
ORD0127,CUST041,Arjun Patel,45,Female,Ahmedabad,Gujarat,PRD041,Hair Oil,Beauty,3072.12,3,5,8755.53,2048.85,Net Banking,06-11-2025,11-08-2025,Returned
ORD0128,CUST068,Aditya Sharma,51,Female,New Delhi,Delhi,PRD065,Novel,Books,667.53,5,0,3337.65,1038.47,Net Banking,29-07-2025,08-03-2025,Pending
ORD0129,CUST055,Ishaan Patel,39,Female,Kolkata,West Bengal,PRD067,Exam Guide,Books,1576.66,4,20,5045.31,983.99,Wallet,22-06-2024,,Delivered
ORD0130,CUST106,Aarav Nair,46,Male,Mumbai,Maharashtra,PRD040,Jacket,Clothing,961.06,2,30,1345.48,30.55,Wallet,26-12-2024,,Delivered
ORD0131,CUST192,Diya Kumar,58,Male,Ahmedabad,Gujarat,PRD037,Moisturizer,Beauty,718.52,2,10,1293.34,140.42,UPI,19-11-2025,,Delivered
ORD0132,CUST076,Aanya Reddy,62,Female,New Delhi,Delhi,PRD033,Perfume,Beauty,831.15,5,10,3740.16,379.2,Net Banking,24-07-2025,,Delivered
ORD0133,CUST161,Arjun Verma,54,Male,Kolkata,West Bengal,PRD028,Data Science Book,Books,289.88,2,5,550.78,113.5,COD,28-03-2025,,Delivered
ORD0134,CUST039,Aditya Patel,23,Male,New Delhi,Delhi,PRD002,Data Science Book,Books,2236.89,2,0,4473.78,-135.26,Net Banking,16-10-2025,,Returned
ORD0135,CUST028,Priya Verma,53,Female,Bangalore,Karnataka,PRD073,T-Shirt,Clothing,4251.8,1,20,3401.44,681.94,Net Banking,24-09-2024,,Returned
ORD0136,CUST161,Ishaan Verma,45,Male,Mumbai,Maharashtra,PRD068,Exam Guide,Books,2240.68,3,15,5713.74,1276.46,UPI,26-03-2025,,Delivered
ORD0137,CUST162,Neha Patel,29,Female,New Delhi,Delhi,PRD031,Novel,Books,2010.54,1,20,1608.432,290.3,COD,30-10-2025,11-03-2025,Delivered
ORD0138,CUST059,Kunal Gupta,47,Male,Pune,Maharashtra,PRD037,Hoodie,Clothing,1382.63,3,5,3940.49,-275.67,COD,10-01-2025,,Delivered
ORD0139,CUST141,Vivaan Kumar,40,Male,Pune,Maharashtra,PRD042,Cookware,Home & Kitchen,0.0,4,30,28460.35,3571.42,Credit Card,19-07-2024,08-03-2024,Cancelled
ORD0140,CUST139,Arjun Singh,34,Male,Unknown,Karnataka,PRD024,T-Shirt,Clothing,6781.71,5,10,30517.71,5776.42,Credit Card,06-12-2024,12-09-2024,Delivered
ORD0141,CUST139,Ishaan Gupta,34,Female,Pune,Maharashtra,PRD041,Moisturizer,Beauty,3666.29,5,10,16498.29,-1050.41,Wallet,31-05-2025,06-04-2025,Delivered
ORD0142,CUST143,Priya Nair,34,Female,Hyderabad,Telangana,PRD078,Headphones,Electronics,15681.14,3,5,44691.24,11064.36,Debit Card,26-05-2024,,Delivered
ORD0143,CUST069,Rahul Mehta,33,Female,Hyderabad,Telangana,PRD022,Cookware,Home & Kitchen,776.98,3,10,2097.84,63.15,Net Banking,30-12-2024,01-03-2025,Returned
ORD0144,CUST113,Aanya Mehta,47,Male,Bangalore,Karnataka,PRD065,Chair,Home & Kitchen,7473.86,3,30,15695.12,3312.19,COD,15-11-2024,,Delivered
ORD0145,CUST004,Kabir Singh,25,Male,Pune,Maharashtra,PRD060,Tablet,Electronics,71051.67,1,20,56841.33,2304.56,Net Banking,20-05-2024,,Cancelled
ORD0146,CUST184,Kunal Verma,56,Male,Ahmedabad,Gujarat,PRD078,Hoodie,Clothing,4931.37,4,0,19725.46,4445.08,UPI,26-07-2025,,Pending
ORD0147,CUST074,Diya Patel,25,Female,Bangalore,Karnataka,PRD020,Hair Oil,Beauty,3846.13,1,20,3076.91,900.86,Credit Card,16-11-2024,,Returned
ORD0148,CUST075,Ananya Sharma,32,Male,Mumbai,Maharashtra,PRD026,Exam Guide,Books,1972.06,2,0,3944.13,752.18,Credit Card,22-02-2024,,Returned
ORD0149,CUST082,Kunal Singh,30,Male,Chennai,Tamil Nadu,PRD070,Smartphone,Electronics,68754.13,3,25,154696.8,25660.79,COD,24-01-2025,,Delivered
ORD0150,CUST001,Rakesh S.,21,Female,Pune,Maharashtra,PRD073,Smartphone,Electronics,39787.2,5,25,149202.01,-207.82,Net Banking,15-04-2025,,Delivered
ORD0151,CUST105,Ishaan Nair,30,Male,Bangalore,Karnataka,PRD013,Cookware,Home & Kitchen,12859.75,2,15,21861.57,5496.78,COD,19-10-2024,,Pending
ORD0152,CUST172,Aanya Kumar,18,Female,Mumbai,Maharashtra,PRD013,Laptop,Electronics,80172.85,4,20,256553.13,14295.08,UPI,,,Delivered
ORD0153,CUST102,Sahil Kumar,41,Female,Chennai,Tamil Nadu,PRD025,Hoodie,Clothing,2072.28,2,0,4144.56,980.46,COD,13-02-2024,,Delivered
ORD0154,CUST165,Kabir Mehta,49,Male,Hyderabad,Telangana,PRD025,T-Shirt,Clothing,3888.42,3,10,10498.75,820.22,UPI,28-04-2024,05-03-2024,Pending
ORD0155,CUST200,Rahul Kumar,21,Female,Mumbai,Maharashtra,PRD029,Python Book,Books,2216.25,3,25,4986.56,900.79,UPI,29-09-2025,10-03-2025,Cancelled
ORD0156,CUST028,Ananya Sharma,43,Male,Mumbai,Maharashtra,PRD057,Shoes,Clothing,875.99,4,15,2978.36,994.74,Credit Card,23-07-2024,,Delivered
ORD0157,CUST182,Kunal Nair,63,Male,Mumbai,Maharashtra,PRD005,Vacuum Cleaner,Home & Kitchen,0.0,1,30,7092.7,461.42,COD,04-12-2024,12-06-2024,Delivered
